DBSFI1, 04/13/24,INC,REP,E(NO0708) 00 BLDG LEASE AID,F(NO0709) 00 BLDG AMORT-RETRO AID,G(NO0710) 00 BLDG AMORT-PROSP AID,H(NO0707) 00 BLDG AMORT-CAP OUTLAY AID,I(NO0711) 00 BLDG 2023 DEFERD JULY AID,J(NO0715) 00 BLDG 2022 DEFERD JULY AID,K(NO0712) 00 BLDG NYC UNCONFIRMED  AID,L(NO0713) 00 BLDG REFUND/REFIN AID (A.R.),M(NO0568) 00 BLDG AID ON 3 CAP OUTLAY EXCEPTIONS,"N(NO0572) 00 BLDG AID ON METAL DETECTORS,ETC.",O(NO0569) 00 BLDG EXP FOR BLDG CONDITION SURVEYS,P(NO0570) 05 BLDG CONDITION SURVEY AID RATIO,Q(NO0571) 00 BLDG AID FOR BLDG CONDITION SURVEYS,R(NO0573) 00 BLDG AID DUE SPECIAL LEGISLATION,S(NO0468) 00 CHAPTER 97 POTENTIAL EXPENDITURES,T(NO0540) 00 CHAPTER 97 POTENTIAL AID,U(A10117) 00 -BLDG AID 23-24 DEFERRED TO 2024-25 (NYC),V(A20117) 00 +BLDG AID 22-23 DEFERRED TO 2023-24 (NYC),W(NO0719) 00 REORG INCENTIVE NET EXPENDITURES,X(NO0720) 00 REBL AMORT (PROSP)  EXPENDITURES,Y(NO0721) 00 REBL DEFERRED JULY  EXPENDITURES,Z(NO0723) 00 REORG INCENTIVE NET AID,AA(NO0724) 00 REBL AMORT (PROSP)  AID,AB(NO0725) 00 REBL DEFERRED JULY  AID,AC(FA0153) 00 24-25 BLDG AID DEFERRED TO 7/24,AD(FA0154) 00 23-24 BLDG AID DEFERRED TO 7/23,AE(CL0014) 00 2023-24 PAYABLE UPK AID
140201,AMHERST,1,0,0,0,"4,224,526",0,0,0,0,0,"76,400","26,740",0,0.664,0,0,0,0,0,0,0,"983,444",0,0,"182,921",0,0,0,"699,054"
140203,WILLIAMSVILLE,1,0,0,0,"6,632,508",0,0,0,0,0,"687,000",0,0,0.587,0,0,"2,900,632","1,992,734",0,0,0,0,0,0,0,0,0,0,"1,622,631"
140207,SWEET HOME,1,0,0,0,"3,289,706",0,0,0,0,0,"66,900",0,0,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"710,100"
140301,EAST AURORA,1,0,0,0,"2,344,258",0,0,0,0,0,"66,100",0,0,0.561,0,0,"10,924","7,221",0,0,0,0,0,0,0,0,0,0,"183,601"
140600,BUFFALO,1,1,"5,260,413","2,248,874","94,473,275",0,0,0,0,0,0,0,0,0.873,0,0,"224,412","218,353",0,0,0,0,0,0,0,0,0,0,"13,974,542"
140701,CHEEKTOWAGA,1,0,0,0,"2,457,243",0,0,0,0,0,"234,000","25,200","144,800",0.620,"89,776",0,0,0,0,0,0,0,0,0,0,0,0,0,"514,120"
140702,MARYVALE,1,0,0,0,"2,490,890",0,0,0,0,0,"77,100","26,985","113,856",0.671,"76,397",0,"2,039,852","1,572,726",0,0,0,0,0,0,0,0,0,0,"445,942"
140703,CLEVELAND HILL,1,0,0,0,"1,363,598",0,0,0,0,0,"85,700",0,0,0.757,0,0,"432,950","371,038",0,0,0,0,0,0,0,0,0,0,"295,899"
140707,DEPEW,1,0,0,0,"1,864,924",0,0,0,0,0,"70,840",0,0,0.705,0,0,"1,635,132","1,316,281",0,0,0,0,0,0,0,0,0,0,"463,776"
140709,SLOAN,1,0,0,0,"1,258,538",0,0,0,0,0,"83,300",0,"72,102",0.733,"52,851",0,0,0,0,0,0,0,0,0,0,0,0,0,"234,341"
140801,CLARENCE,1,0,0,0,"3,077,349",0,0,0,0,0,"67,200","22,015","129,000",0.572,"73,788",0,"191,428","128,640",0,0,0,0,0,0,0,0,0,0,"863,997"
141101,SPRINGVILLE-GR,1,0,0,0,"3,175,756",0,0,0,0,0,0,0,"56,891",0.698,"39,710",0,"1,560,782","1,245,504",0,0,0,0,0,0,0,0,0,0,"361,504"
141201,EDEN,1,0,0,0,"1,438,826",0,0,0,0,0,"78,200","25,865",0,0.682,0,0,"691,662","540,880",0,0,0,0,0,0,0,0,0,0,"248,696"
141301,IROQUOIS,1,0,0,0,"2,887,370",0,0,0,0,0,"71,000",0,"156,037",0.610,"95,183",0,"41,044","29,141",0,0,0,0,0,0,0,0,0,0,"86,400"
141401,EVANS-BRANT,1,0,0,0,"3,654,025",0,0,0,0,0,"82,000",0,0,0.720,0,0,"881,162","722,553",0,0,0,"1,151,836",0,0,"149,739",0,0,0,"497,067"
141501,GRAND ISLAND,1,0,0,0,"4,067,205",0,0,0,0,0,"71,600","25,060",0,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"623,823"
141601,HAMBURG,1,0,0,0,"2,711,040",0,0,0,0,0,"75,500",0,0,0.655,0,0,"877,954","662,855",0,0,0,0,0,0,0,0,0,0,"642,313"
141604,FRONTIER,1,0,0,0,"5,158,400",0,0,0,0,0,"74,000",0,0,0.640,0,0,"1,836,230","1,358,810",0,0,0,0,0,0,0,0,0,0,"680,177"
141701,HOLLAND,1,0,0,0,"1,245,216",0,0,0,0,0,"81,500",0,0,0.715,0,0,"445,282","362,905",0,0,0,0,0,0,0,0,0,0,"205,725"
141800,LACKAWANNA,1,0,0,0,"3,748,091",0,0,0,0,0,"82,320",0,0,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,828,104"
141901,LANCASTER,1,0,0,"645,879","6,563,108",0,"5,709",0,0,"49,188","74,400","26,040",0,0.644,0,0,"2,306,673","1,716,165",0,0,0,0,0,0,0,0,"5,709","177,638","340,200"
142101,AKRON,1,0,0,0,"2,894,694",0,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"334,172"
142201,NORTH COLLINS,1,0,0,0,"782,800",0,"30,681",0,0,0,"80,700",0,0,0.707,0,0,0,0,0,0,0,0,0,0,0,0,"30,681",0,"81,245"
142301,ORCHARD PARK,1,0,0,0,"2,296,508",0,0,0,0,0,0,0,"287,045",0.600,"172,227",0,"356,700","249,690",0,0,0,0,0,0,0,0,0,0,"815,400"
142500,TONAWANDA,1,0,0,0,"3,290,853",0,0,0,0,0,"850,000",0,0,0.750,0,0,"43,545","37,013",0,0,0,0,0,0,0,0,0,0,"258,293"
142601,KENMORE,1,0,0,0,"9,335,876",0,0,0,0,0,"73,800",0,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,448,317"
142801,WEST SENECA,1,0,0,0,"4,015,250",0,0,0,0,0,"76,800","19,200",0,0.668,0,0,"2,150,575","1,651,642",0,0,0,0,0,0,0,0,0,0,"1,054,322"
150203,CROWN POINT,1,0,0,0,"176,342","2,151",0,0,0,0,0,"29,190","20,000",0.783,"15,660",0,0,0,0,0,0,0,0,0,0,0,0,0,"66,424"
150601,KEENE,1,0,0,0,"56,948",0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,500"
150801,MINERVA,1,0,0,0,"82,747",0,0,0,0,0,"36,200",0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,799"
150901,MORIAH,1,0,0,0,"1,259,026",0,0,0,0,0,0,"27,840","25,000",0.869,"21,725",0,"43,066","41,731",0,0,0,0,0,0,0,0,0,0,"395,822"
151001,NEWCOMB,0,0,0,0,"117,861",0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,700"
151102,LAKE PLACID,1,0,0,0,"429,770",0,0,0,0,0,0,0,"13,900",0.199,"2,766",0,"10,710","3,202",0,0,0,0,0,0,0,0,0,0,0
151401,SCHROON LAKE,1,0,0,0,"74,265",0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151501,TICONDEROGA,1,0,0,0,"1,014,357",0,0,0,0,0,"54,400",0,"14,052",0.444,"6,239",0,0,0,0,0,0,"1,227,924",0,0,"166,997",0,0,0,"81,000"
151701,WILLSBORO,1,0,0,"304,436","79,954",0,"8,900",0,0,"9,293","52,000",0,0,0.420,0,0,0,0,0,0,0,0,0,0,0,0,"8,900",0,"25,138"
151801,BOQUET VALLEY,1,1,0,0,"70,186",0,0,0,0,0,0,0,0,0.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"143,495"
160101,TUPPER LAKE,1,0,0,0,"611,042",0,0,0,0,0,"78,400",0,0,0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,576",0
160801,CHATEAUGAY,1,0,0,0,"1,401,257",0,0,0,0,0,"90,300",0,0,0.803,0,0,"267,136","241,224",0,0,0,0,0,0,0,0,0,0,"264,663"
161201,SALMON RIVER,1,0,0,0,"4,987,471",0,0,0,0,0,"245,000",0,0,0.959,0,0,"84,188","82,504",0,0,0,0,0,0,0,0,0,"23,531","309,111"
161401,SARANAC LAKE,1,0,0,0,"591,969",0,0,0,0,0,0,0,"7,900",0.445,"3,516",0,"294,144","160,308",0,0,0,0,0,0,0,0,0,0,"245,700"
161501,MALONE,1,0,0,0,"5,199,779",0,"253,318",0,0,0,"94,300",0,0,0.843,0,0,"835,548","787,922",0,0,0,0,0,0,0,0,"253,318",0,"755,861"
161601,BRUSHTON MOIRA,1,0,0,0,"1,933,924",0,0,0,0,0,"98,000","19,340",0,0.910,0,0,"70,768","69,353",0,0,0,0,0,0,0,0,0,0,"347,429"
161801,ST REGIS FALLS,1,0,0,"433,683","502,612","4,679",0,0,0,0,"80,800",0,0,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,103"
170301,WHEELERVILLE,1,0,0,0,"196,459",0,0,0,0,0,"62,300",0,"20,000",0.523,"10,460",0,"96,724","60,259",0,0,0,0,0,0,0,0,0,0,0
170500,GLOVERSVILLE,1,0,0,0,"6,481,784",0,0,0,0,0,0,0,0,0.899,0,0,0,0,0,0,0,"1,096,815",0,0,1,0,0,0,"332,890"
170600,JOHNSTOWN,1,0,0,0,"3,046,644",0,"82,875",0,0,0,"92,800",0,0,0.828,0,0,0,0,0,0,0,"413,354",0,0,"21,495",0,"82,875",0,"297,502"
170801,MAYFIELD,1,0,0,0,"1,141,070",0,0,0,0,0,"81,400","27,090",0,0.714,0,0,"928,260","755,604",0,0,0,0,0,0,0,0,0,0,"274,388"
170901,NORTHVILLE,1,0,0,0,"780,949",0,0,0,0,0,"68,700",0,0,0.587,0,0,"597,974","410,808",0,0,0,0,0,0,0,0,0,0,"48,600"
171102,BROADALBIN-PER,1,0,0,0,"2,456,140",0,0,0,0,0,0,"28,035",0,0.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"167,207"
180202,ALEXANDER,1,0,0,0,"1,300,878",0,0,0,0,0,0,"30,590",0,0.774,0,0,"6,624","5,789",0,0,0,0,0,0,0,0,0,0,"273,896"
180300,BATAVIA,1,0,0,0,"2,018,713",0,0,0,0,0,"89,800",0,0,0.798,0,0,"259,318","232,868",0,0,0,0,0,0,0,0,0,0,"658,308"
180701,BYRON BERGEN,1,0,0,0,"2,772,769",0,0,0,0,0,"86,800","17,360",0,0.768,0,0,"1,326,483","1,151,387",0,0,0,0,0,0,0,0,0,0,"201,654"
180901,ELBA,1,0,0,0,"522,501",0,0,0,0,0,"89,000",0,0,0.790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,827"
181001,LE ROY,1,0,0,0,"2,846,198",0,0,0,0,0,"90,000",0,0,0.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"264,941"
181101,OAKFIELD ALABA,1,0,0,0,"2,795,688",0,0,0,0,0,"91,400","54,840","21,420",0.814,"17,436",0,0,0,0,0,0,0,0,0,0,0,0,0,"343,317"
181201,PAVILION,1,0,"30,319",0,"446,140",0,0,0,0,0,"85,100",0,0,0.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"292,448"
181302,PEMBROKE,1,0,0,0,"2,159,654",0,0,0,0,0,"164,400",0,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,"117,827","195,381"
190301,CAIRO-DURHAM,1,0,0,0,"1,872,413",0,0,0,0,0,"64,200","20,300","30,000",0.542,"16,260",0,"837,784","537,857",0,0,0,"347,101",0,0,"55,709",0,0,0,"61,824"
190401,CATSKILL,1,0,0,"871,204","2,338,693",0,0,0,0,"91,495",0,0,0,0.595,0,0,"44,940","31,233",0,0,"1,139,856","648,494",0,"208,594","109,982",0,0,0,"262,989"
190501,COXSACKIE ATHE,1,0,0,0,"1,538,360",0,0,0,0,0,"71,000",0,0,0.610,0,0,"139,094","98,757",0,0,0,0,0,0,0,0,0,0,0
190701,GREENVILLE,1,0,0,0,"1,356,491",0,0,0,0,0,0,0,0,0.603,0,0,"56,262","39,552",0,0,0,0,0,0,0,0,0,0,"110,592"
190901,HUNTER TANNERS,1,0,0,0,"49,888",0,"46,459",0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,"46,459",0,"45,900"
191401,WINDHAM ASHLAN,1,0,0,0,"89,465",0,0,0,0,0,0,0,0,0.000,0,0,"419,832","41,983",0,0,0,0,0,0,0,0,0,0,0
200401,INDIAN LAKE,1,0,0,0,"34,060",0,0,0,0,0,"4,500",0,"10,000",0.000,0,0,"116,096","11,610",0,0,0,0,0,0,0,0,0,0,0
200601,LAKE PLEASANT,1,0,"1,000","54,886","1,025",0,0,0,0,"2,244",0,0,0,0.000,0,0,"660,296","66,030",0,0,0,0,0,0,0,0,0,0,0
200701,LONG LAKE,1,0,0,0,"33,350",0,"3,774",0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,"3,774",0,0
200901,WELLS,1,0,0,0,"115,355",0,0,0,0,0,0,0,0,0.210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210302,WEST CANADA VA,1,0,0,0,"997,151",0,0,0,0,0,0,"11,506","16,500",0.808,"13,332",0,"414,922","376,749",0,0,0,0,0,0,0,0,0,0,"268,401"
210402,FRANKFORT-SCHU,1,0,0,0,"636,938",0,0,0,0,0,0,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"111,626"
210601,HERKIMER,1,0,0,0,"2,304,809",0,0,0,0,0,"95,700",0,0,0.857,0,0,"870,507","833,075",0,0,0,0,0,0,0,0,0,0,"477,781"
210800,LITTLE FALLS,1,0,0,0,"2,482,591",0,0,0,0,0,0,0,0,0.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"165,355"
211003,DOLGEVILLE,1,0,0,0,"672,432",0,0,0,0,0,"89,200","8,534",0,0.792,0,0,"1,242,490","1,108,301",0,0,0,0,0,0,0,0,0,0,"183,090"
211103,POLAND,1,0,0,0,"171,033",0,"120,085",0,0,0,0,"15,225",0,0.581,0,0,"1,881,644","1,281,400",0,0,0,0,0,0,0,0,"120,085",0,"149,078"
211701,VAN HORNSVILLE,1,0,0,0,"210,962",0,0,0,0,0,"81,900","26,495",0,0.719,0,0,"468,852","383,990",0,0,0,0,0,0,0,0,0,0,"84,583"
211901,TOWN OF WEBB,1,0,0,0,"8,133",0,"2,054",0,0,0,"10,000",0,"118,090",0.000,0,0,0,0,0,0,0,0,0,0,0,0,"2,054",0,"48,600"
212001,MT MARKHAM CSD,1,0,0,0,"1,319,728",0,0,0,0,0,"94,400","31,640",0,0.844,0,0,"2,210,008","2,086,248",0,0,0,"17,088",0,0,1,0,0,0,"413,905"
212101,CENTRAL VALLEY,1,1,0,"49,885","8,094,483",0,0,0,0,0,"98,000","34,125",0,0.918,0,0,"73,677","72,203",0,0,0,"5,543,142",0,0,0,0,0,0,"852,326"
220101,S. JEFFERSON,1,0,0,0,"2,435,955",0,0,0,0,0,"90,600","104,190",0,0.806,0,0,0,0,0,0,0,"1,885,104",0,0,"82,946",0,0,0,"389,628"
220202,ALEXANDRIA,1,0,0,0,"508,452",0,0,0,0,0,"53,900","5,173",0,0.439,0,0,0,0,0,0,0,"10,304",0,0,"1,388",0,0,0,"48,735"
220301,INDIAN RIVER,1,0,0,0,"6,236,551",0,0,0,0,0,0,0,0,0.921,0,0,"1,691,008","1,657,188",0,0,0,0,0,0,0,0,0,0,"1,508,008"
220401,GENERAL BROWN,1,0,0,0,"1,722,390",0,0,0,0,0,"84,000",0,0,0.740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"173,477"
220701,THOUSAND ISLAN,1,0,0,0,"722,033",0,"34,442",0,0,0,"64,700","14,457",0,0.547,0,0,0,0,0,0,0,0,0,0,0,0,"34,442",0,0
220909,BELLEVILLE-HEN,1,0,0,0,"803,768",0,0,0,0,0,"71,400",0,0,0.614,0,0,0,0,0,0,0,"681,814",0,0,"146,044",0,0,0,"107,310"
221001,SACKETS HARBOR,1,0,0,0,"544,219",0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,616"
221301,LYME,1,0,0,0,"319,075",0,0,0,0,0,0,0,"17,000",0.583,"9,911",0,0,0,0,0,0,0,0,0,0,0,0,0,"35,649"
221401,LA FARGEVILLE,1,0,0,"31,182","897,715",0,0,0,0,0,0,0,0,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,943"
222000,WATERTOWN,1,0,0,"1,625,668","1,817,877",0,0,0,0,"58,522","92,500","31,010","85,000",0.825,"70,125",0,0,0,0,0,"1,769,386","740,616",0,"53,082","40,735",0,0,0,"3,550,431"
222201,CARTHAGE,1,0,0,0,"3,411,560",0,0,0,0,0,"98,000",0,0,0.893,0,0,"225,850","221,333",0,0,0,0,0,0,0,0,0,0,"756,139"
230201,COPENHAGEN,1,0,0,0,"1,215,482",0,0,0,0,0,"92,600","8,470",0,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"283,571"
230301,HARRISVILLE,1,0,0,0,"711,776",0,0,0,0,0,"82,700",0,0,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79,095"
230901,LOWVILLE,1,0,0,0,"3,062,430",0,0,0,0,0,"89,600","30,065",0,0.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"152,015"
231101,SOUTH LEWIS,1,0,0,0,"3,082,607",0,0,0,0,0,"85,300",0,0,0.753,0,0,"3,430","2,926",0,0,0,"1,509,938",0,0,"191,762",0,0,0,"209,871"
231301,BEAVER RIVER,1,0,0,0,"1,341,227",0,0,0,0,0,"82,100",0,0,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240101,AVON,1,0,0,0,"1,273,375",0,0,0,0,0,"85,200","5,112",0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240201,CALEDONIA MUMF,1,0,0,0,"746,886",0,0,0,0,0,"84,000","29,400",0,0.740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"136,940"
240401,GENESEO,1,0,0,0,"1,484,492",0,0,0,0,0,"70,400",0,0,0.604,0,0,"315,792","222,318",0,0,0,0,0,0,0,0,0,0,"225,959"
240801,LIVONIA,1,0,"56,016",0,"972,192",0,0,0,0,0,"514,118",0,0,0.678,0,0,"1,076,898","837,827",0,0,0,0,0,0,0,0,0,0,"273,702"
240901,MOUNT MORRIS,1,0,0,0,"979,864",0,0,0,0,0,"98,000","33,005",0,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"256,073"
241001,DANSVILLE,1,0,0,0,"1,580,533",0,0,0,0,0,"89,600",0,0,0.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"830,569"
241101,DALTON-NUNDA,1,0,0,0,"1,359,559",0,0,0,0,0,"91,200",0,0,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"318,269"
241701,YORK,1,0,0,0,"1,498,692",0,0,0,0,0,"87,000",0,"87,780",0.770,"67,591",0,0,0,0,0,0,0,0,0,0,0,0,"102,849","124,245"
250109,BROOKFIELD,1,0,0,0,"563,829",0,0,0,0,0,0,"31,185",0,0.830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,843"
250201,CAZENOVIA,1,0,0,0,"1,987,546",0,0,0,0,0,"71,000",0,0,0.610,0,0,"633,696","449,924",0,0,0,0,0,0,0,0,0,0,0
250301,DE RUYTER,1,0,0,0,"667,070",0,0,0,0,0,"86,800",0,0,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,458"
250401,MORRISVILLE EA,1,0,0,0,"773,515",0,0,0,0,0,"88,600","29,575",0,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,759"
250701,HAMILTON,1,0,0,0,"890,418",0,0,0,0,0,0,"25,515",0,0.660,0,0,"23,378","17,767",0,0,0,0,0,0,0,0,0,0,"55,600"
250901,CANASTOTA,1,0,0,0,"2,992,233",0,0,0,0,0,"89,100","31,185",0,0.791,0,0,"15,376","13,700",0,0,0,0,0,0,0,0,0,0,"289,825"
251101,MADISON,1,0,0,0,"843,394",0,0,0,0,0,0,0,0,0.781,0,0,"540,296","476,001",0,0,0,0,0,0,0,0,0,0,"81,520"
251400,ONEIDA CITY,1,0,0,0,"3,020,345",0,0,0,0,0,"87,400",0,0,0.774,0,0,0,0,0,0,0,"1,279,842",0,0,"97,269",0,0,0,"545,430"
251501,STOCKBRIDGE VA,1,0,0,"40,123","1,007,073",906,0,0,0,"2,749",0,0,0,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,465","69,466"
251601,CHITTENANGO,1,0,0,0,"2,058,923",0,0,0,0,0,"86,000",0,"45,000",0.760,"34,200",0,"439,828","378,252",0,0,0,0,0,0,0,0,0,0,"500,240"
260101,BRIGHTON,1,0,0,0,"3,435,435",0,0,0,0,0,0,0,0,0.691,0,0,"957,734","757,568",0,0,0,"170,532",0,0,"27,115",0,0,0,0
260401,GATES CHILI,1,0,0,0,"8,168,648",0,"126,944",0,0,0,"79,600",0,0,0.696,0,0,0,0,0,0,0,0,0,0,0,0,"126,944",0,"245,100"
260501,GREECE,1,0,0,"535,796","9,663,999",0,0,0,0,0,"86,900",0,0,0.769,0,0,"2,570,907","2,234,118",0,0,0,0,0,0,0,0,0,0,"1,871,485"
260801,E. IRONDEQUOIT,1,0,0,"1,443,580","7,503,991",0,"297,735",0,0,0,0,0,0,0.713,0,0,"940,452","764,587",0,0,0,0,0,0,0,0,"297,735","130,856","236,197"
260803,W. IRONDEQUOIT,1,0,0,"27,375","1,348,836",0,0,0,0,"7,308","88,300","30,905",0,0.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260901,HONEOYE FALLS,1,0,0,0,"4,371,918",0,0,0,0,0,"79,000","3,950",0,0.690,0,0,"70,968","56,065",0,0,0,"386,920",0,0,"61,908",0,0,"33,570","297,279"
261001,SPENCERPORT,1,0,0,0,"2,626,521",0,0,0,0,0,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,889","222,553"
261101,HILTON,1,0,0,0,"3,992,869",0,0,0,0,0,"87,600","30,660","125,000",0.776,"97,000",0,"14,512","12,713",0,0,0,0,0,0,0,0,0,"112,048","501,907"
261201,PENFIELD,1,0,0,0,"2,877,958",0,0,0,0,0,0,"28,035",0,0.701,0,0,"1,433,960","1,148,602",0,0,0,0,0,0,0,0,0,0,0
261301,FAIRPORT,1,0,0,0,"6,143,099",0,0,0,0,0,"76,146","23,310",0,0.677,0,0,"1,390,030","1,080,053",0,0,0,0,0,0,0,0,0,0,0
261313,EAST ROCHESTER,1,0,0,0,"1,425,120",0,0,0,0,0,0,"1,272",0,0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,081"
261401,PITTSFORD,1,0,0,0,"3,923,866",0,0,0,0,0,0,"25,410",0,0.626,0,0,"335,878","243,847",0,0,0,0,0,0,0,0,0,0,0
261501,CHURCHVILLE CH,1,0,0,0,"7,675,856",0,0,0,0,0,"86,300","30,205",0,0.763,0,0,"472,738","407,973",0,0,0,0,0,0,0,0,0,0,0
261600,ROCHESTER,1,1,0,0,"74,523,485",0,0,0,0,0,"196,000","91,580","722,937",0.907,"655,704",0,"1,610,518","1,578,308",0,0,0,0,0,0,0,0,0,0,"36,188,959"
261701,RUSH HENRIETTA,1,0,0,0,"3,734,452",0,0,0,0,0,"72,300","14,469",0,0.623,0,0,"510,122","368,818",0,0,0,0,0,0,0,0,0,0,"621,088"
261801,BROCKPORT,1,0,0,0,"3,305,887",0,0,0,0,0,"86,100","30,135",0,0.761,0,0,"879,164","756,960",0,0,0,0,0,0,0,0,0,0,"956,256"
261901,WEBSTER,1,0,0,"482,406","5,901,039",0,0,0,0,"5,232",0,0,0,0.647,0,0,"2,120,846","1,584,272",0,0,0,0,0,0,0,0,0,"447,181","1,304,100"
262001,WHEATLAND CHIL,1,0,0,0,"1,130,232",0,0,0,0,0,"74,900","26,215",0,0.649,0,0,"47,842","35,834",0,0,0,0,0,0,0,0,0,0,"81,000"
270100,AMSTERDAM,1,0,0,0,"8,885,416",0,0,0,0,0,0,0,0,0.852,0,0,"218,798","208,296",0,0,0,"4,293,960",0,0,"130,652",0,0,0,"1,217,769"
270301,CANAJOHARIE,1,0,0,"775,419","707,996","2,087",0,0,0,"14,452","92,100",0,0,0.821,0,0,"81,976","75,500",0,0,0,0,0,0,0,0,0,0,"348,112"
270601,FONDA FULTONVI,1,0,0,"674,281","1,368,987",0,0,0,0,0,"101,400",0,0,0.745,0,0,"617,492","521,781",0,0,0,0,0,0,0,0,0,0,"390,003"
270701,FORT PLAIN,1,0,0,0,"1,945,359",0,0,0,0,0,0,0,0,0.819,0,0,"78,995","72,596",0,0,0,0,0,0,0,0,0,"23,938","102,972"
271201,OP-EPH-ST JHNS,1,1,0,0,"2,290,954",0,0,0,0,0,0,0,"11,900",0.837,"9,960",0,"116,811","109,452",0,0,0,"2,319,028",0,0,"99,718",0,0,0,"337,911"
280100,GLEN COVE,1,0,0,0,"119,663",0,"10,136","5,068",0,0,0,0,0,0.336,0,0,"1,848,312","805,864",0,0,0,0,0,0,0,0,"15,204",0,"342,280"
