DBSFI1, 04/13/24,INC,REP,E(NO0708) 00 BLDG LEASE AID,F(NO0709) 00 BLDG AMORT-RETRO AID,G(NO0710) 00 BLDG AMORT-PROSP AID,H(NO0707) 00 BLDG AMORT-CAP OUTLAY AID,I(NO0711) 00 BLDG 2023 DEFERD JULY AID,J(NO0715) 00 BLDG 2022 DEFERD JULY AID,K(NO0712) 00 BLDG NYC UNCONFIRMED  AID,L(NO0713) 00 BLDG REFUND/REFIN AID (A.R.),M(NO0568) 00 BLDG AID ON 3 CAP OUTLAY EXCEPTIONS,"N(NO0572) 00 BLDG AID ON METAL DETECTORS,ETC.",O(NO0569) 00 BLDG EXP FOR BLDG CONDITION SURVEYS,P(NO0570) 05 BLDG CONDITION SURVEY AID RATIO,Q(NO0571) 00 BLDG AID FOR BLDG CONDITION SURVEYS,R(NO0573) 00 BLDG AID DUE SPECIAL LEGISLATION,S(NO0468) 00 CHAPTER 97 POTENTIAL EXPENDITURES,T(NO0540) 00 CHAPTER 97 POTENTIAL AID,U(A10117) 00 -BLDG AID 23-24 DEFERRED TO 2024-25 (NYC),V(A20117) 00 +BLDG AID 22-23 DEFERRED TO 2023-24 (NYC),W(NO0719) 00 REORG INCENTIVE NET EXPENDITURES,X(NO0720) 00 REBL AMORT (PROSP)  EXPENDITURES,Y(NO0721) 00 REBL DEFERRED JULY  EXPENDITURES,Z(NO0723) 00 REORG INCENTIVE NET AID,AA(NO0724) 00 REBL AMORT (PROSP)  AID,AB(NO0725) 00 REBL DEFERRED JULY  AID,AC(FA0153) 00 24-25 BLDG AID DEFERRED TO 7/24,AD(FA0154) 00 23-24 BLDG AID DEFERRED TO 7/23,AE(CL0014) 00 2023-24 PAYABLE UPK AID
460901,MEXICO,1,0,0,0,"3,329,616",0,0,0,0,0,0,0,"50,000",0.777,"38,850",0,"23,126","20,282",0,0,0,0,0,0,0,0,0,0,"605,774"
461300,OSWEGO,1,0,0,0,"6,986,464",0,0,0,0,0,0,0,0,0.786,0,0,"1,010,236","895,069",0,0,0,0,0,0,0,0,0,"2,555,275","510,411"
461801,PULASKI,1,0,0,0,"2,299,294",0,0,0,0,0,"94,400","31,640",0,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"204,691"
461901,SANDY CREEK,1,0,0,0,"1,699,298",0,0,0,0,0,"83,200","27,685",0,0.732,0,0,"392,790","326,801",0,0,0,0,0,0,0,0,0,0,"155,357"
462001,PHOENIX,1,0,0,0,"6,190,198",0,0,0,0,0,"88,900",0,0,0.789,0,0,"338,996","301,367",0,0,0,0,0,0,0,0,0,0,"434,621"
470202,GLBTSVLLE-MT U,1,0,0,0,"924,525",0,0,0,0,0,"85,600",0,0,0.756,0,0,0,0,0,0,0,"783,832",0,0,"97,195",0,0,0,0
470501,EDMESTON,1,0,0,0,"697,682",0,0,0,0,0,0,0,0,0.754,0,0,"39,205","33,481",0,0,0,0,0,0,0,0,0,0,"66,750"
470801,LAURENS,1,0,0,0,"1,326,547",0,0,0,0,0,"85,700","28,315",0,0.757,0,0,"258,424","221,469",0,0,0,0,0,0,0,0,0,0,0
470901,SCHENEVUS,1,0,0,0,"709,208",0,0,0,0,0,"83,900",0,0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,489"
471101,MILFORD,1,0,0,0,"394,703",0,0,0,0,0,"79,000",710,0,0.690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,175"
471201,MORRIS,1,0,0,0,"332,285",0,"1,352",0,0,0,"84,600",0,"20,000",0.746,"14,920",0,0,0,0,0,0,0,0,0,0,0,"1,352",0,"90,166"
471400,ONEONTA,1,0,0,"71,907","1,643,495",0,0,0,0,"9,120",0,0,"39,160",0.673,"26,355",0,"28,749","22,223",0,0,0,0,0,0,0,0,0,0,"275,287"
471601,OTEGO-UNADILLA,1,0,0,0,"1,193,318",0,0,0,0,0,0,0,"49,500",0.791,"39,155",0,"1,122,704","1,000,329",0,0,0,0,0,0,0,0,0,0,"188,014"
471701,COOPERSTOWN,1,0,0,0,"818,892",0,0,0,0,0,"71,800","8,127",0,0.618,0,0,"1,334",958,0,0,0,0,0,0,0,0,0,0,0
472001,RICHFIELD SPRI,1,0,0,0,"481,427",0,0,0,0,0,0,"24,360",0,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,810"
472202,CHERRY VLY-SPR,1,0,0,0,"823,041",0,0,0,0,0,"128,346",0,0,0.715,0,0,"95,856","78,123",0,0,0,"729,662",0,0,"120,395",0,0,0,"71,973"
472506,WORCESTER,1,0,0,0,"2,122,883",0,0,0,0,0,0,0,0,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,781"
480101,MAHOPAC,1,0,0,0,"2,156,882",0,0,0,0,0,0,0,0,0.506,0,0,"3,024,189","1,832,659",0,0,0,0,0,0,0,0,0,0,0
480102,CARMEL,1,0,0,0,"2,854,125",0,"168,541","84,271",0,0,0,0,"38,640",0.524,"20,247",0,0,0,0,0,0,0,0,0,0,0,"252,812",0,0
480401,HALDANE,1,0,0,0,"358,832",0,0,0,0,0,0,0,0,0.254,0,0,"202,860","71,812",0,0,0,0,0,0,0,0,0,0,0
480404,GARRISON,1,0,0,0,"68,164",0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,400"
480503,PUTNAM VALLEY,1,0,0,"674,366","986,097","2,523",0,0,0,0,0,0,0,0.532,0,0,"205,836","130,088",0,0,0,0,0,0,0,0,0,0,0
480601,BREWSTER,1,0,0,0,"2,629,208",0,0,0,0,0,0,"19,197",0,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,117"
490101,BERLIN,1,0,0,0,"1,455,795",0,0,0,0,0,0,0,"14,145",0.654,"9,251",0,0,0,0,0,0,0,0,0,0,0,0,0,"198,151"
490202,BRUNSWICK CENT,1,0,0,0,"669,302",0,0,0,0,0,"78,400",0,0,0.684,0,0,"1,124,086","881,283",0,0,0,0,0,0,0,0,0,0,"99,826"
490301,EAST GREENBUSH,1,0,0,0,"4,122,264",0,"46,939",0,0,0,0,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,"46,939",0,0
490501,HOOSICK FALLS,1,0,0,0,"877,980",0,"816,364",0,0,0,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,"816,364",0,"343,862"
490601,LANSINGBURGH,1,0,0,0,"2,435,134",0,0,0,0,0,0,0,0,0.827,0,0,"1,029,124","953,998",0,0,0,0,0,0,0,0,0,"35,669","508,851"
490804,WYNANTSKILL,1,0,0,0,"306,925",0,0,0,0,0,0,0,0,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491200,RENSSELAER,1,0,"44,735",0,"2,107,970",0,0,0,0,0,"85,700",0,"13,225",0.757,"10,011",0,0,0,0,0,0,0,0,0,0,0,0,0,"336,745"
491302,AVERILL PARK,1,0,0,0,"998,972",0,"5,189",0,0,0,"77,900",0,"62,852",0.679,"42,677",0,"1,678,971","1,307,918",0,0,0,"1,844",0,0,316,0,"5,189",0,0
491401,HOOSIC VALLEY,1,0,0,"103,309","166,128","2,529",0,0,0,"8,039",0,"7,890",0,0.710,0,0,"153,586","124,405",0,0,0,0,0,0,0,0,0,0,"231,862"
491501,SCHODACK,1,0,0,0,"1,793,952",0,0,0,0,0,"76,600",0,"60,000",0.666,"39,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
491700,TROY,1,0,0,0,"5,989,741",0,0,0,0,0,"901,000","30,205",0,0.801,0,0,"3,803,560","3,427,008",0,0,0,0,0,0,0,0,0,0,"2,281,736"
500101,CLARKSTOWN,1,0,0,0,"1,860,458",0,0,0,0,0,0,0,0,0.468,0,0,"1,112,320","631,798",0,0,0,0,0,0,0,0,0,0,"1,002,270"
500108,NANUET,1,0,0,0,"1,608,031",0,"26,741",0,0,0,0,0,0,0.518,0,0,"2,648,081","1,636,514",0,0,0,0,0,0,0,0,"26,741",0,"227,752"
500201,HAVERSTRAW-ST,1,0,0,0,"3,907,084",0,0,0,0,0,"79,000","27,650","50,000",0.690,"34,500",0,"1,131,036","893,518",0,0,0,0,0,0,0,0,0,0,"1,099,176"
500301,S. ORANGETOWN,1,0,0,0,"1,070,808",0,0,0,0,0,0,"14,035",0,0.301,0,0,"379,942","152,357",0,0,0,0,0,0,0,0,0,0,"224,101"
500304,NYACK,1,0,0,0,"1,650,042",0,0,0,0,0,0,0,"85,000",0.448,"38,080",0,"618,262","338,808",0,0,0,0,0,0,0,0,0,0,"313,419"
500308,PEARL RIVER,1,0,0,0,"1,458,648",0,0,0,0,0,0,0,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"258,158"
500401,SUFFERN,1,0,0,0,"809,552",0,0,0,0,0,0,"17,850",0,0.410,0,0,"65,864","33,591",0,0,0,0,0,0,0,0,0,0,"526,497"
500402,EAST RAMAPO,1,1,0,0,"1,910,382",0,0,0,0,0,0,0,0,0.462,0,0,"645,284","362,650",0,0,0,0,0,0,0,0,0,0,"11,067,622"
510101,BRASHER FALLS,1,0,0,0,"2,389,239",0,0,0,0,0,"98,000",0,0,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"365,800"
510201,CANTON,1,0,0,0,"1,809,031",0,0,0,0,0,"114,660","27,196","18,000",0.782,"14,076",0,"5,090,385","4,489,720",0,0,0,0,0,0,0,0,0,0,"244,845"
510401,CLIFTON FINE,1,0,0,0,"586,132",0,0,0,0,0,"71,600",596,0,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,120"
510501,COLTON PIERREP,1,0,0,0,"127,108",0,0,0,0,0,"47,000","14,070","8,000",0.370,"2,960",0,0,0,0,0,0,0,0,0,0,0,0,0,"54,000"
511101,GOUVERNEUR,1,0,0,0,"2,785,503",0,0,0,0,0,0,0,0,0.869,0,0,"124,208","120,358",0,0,0,0,0,0,0,0,0,0,"806,750"
511201,HAMMOND,1,0,0,0,"88,786",0,0,0,0,0,"75,300",0,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,000"
511301,HERMON DEKALB,1,0,0,0,"1,092,731",0,0,0,0,0,0,0,0,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,377"
511602,LISBON,1,0,0,0,"1,137,005",0,0,0,0,0,0,0,0,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"136,375"
511901,MADRID WADDING,1,0,0,0,"711,338",0,0,0,0,0,"92,600",0,0,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,542"
512001,MASSENA,1,0,0,0,"3,056,044","1,668",0,0,0,0,"97,400",0,0,0.874,0,0,"1,989,788","1,938,054",0,0,0,0,0,0,0,0,0,0,"665,039"
512101,MORRISTOWN,1,0,0,0,"372,583",0,0,0,0,0,"79,900",0,0,0.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"177,963"
512201,NORWOOD NORFOL,1,0,0,0,"2,178,636",0,0,0,0,0,0,0,0,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"491,302"
512300,OGDENSBURG,1,0,0,0,"4,165,139",0,0,0,0,0,"2,940,000","33,950",0,0.913,0,0,"180,762","177,147",0,0,0,"64,894",0,0,1,0,0,0,"551,880"
512404,HEUVELTON,1,0,0,0,"1,505,936",0,0,0,0,0,"96,200",0,"10,895",0.862,"9,391",0,0,0,0,0,0,0,0,0,0,0,0,0,"99,852"
512501,PARISHVILLE,1,0,0,0,"351,711",0,0,0,0,0,"82,200","29,200",0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,911"
512902,POTSDAM,1,0,0,0,"1,228,386",0,0,0,0,0,"85,600",0,"15,000",0.756,"11,340",0,"2,931,885","2,509,694",0,0,0,0,0,0,0,0,0,0,"290,061"
513102,EDWARDS-KNOX,1,0,0,0,"1,360,252",0,0,0,0,0,"93,000","3,564","23,000",0.830,"19,090",0,0,0,0,0,0,"384,348",0,0,"17,911",0,0,"33,681","294,152"
520101,BURNT HILLS,1,0,0,0,"4,697,834",0,0,0,0,0,"78,300","23,490",0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520302,SHENENDEHOWA,1,0,0,0,"3,590,050",0,0,0,0,0,0,"24,360",0,0.596,0,0,"1,972,630","1,372,950",0,0,0,0,0,0,0,0,0,0,0
520401,CORINTH,1,0,0,0,"1,858,741",0,0,0,0,0,"78,600","26,250",0,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,145","436,192"
520601,EDINBURG,1,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520701,GALWAY,1,0,0,0,"2,043,622",0,0,0,0,0,"78,700",0,0,0.687,0,0,"43,392","34,150",0,0,0,0,0,0,0,0,0,0,"159,666"
521200,MECHANICVILLE,1,0,0,"1,124,396","1,431,190",0,0,0,0,0,0,0,0,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521301,BALLSTON SPA,1,0,0,0,"4,026,994",0,0,0,0,0,0,0,0,0.649,0,0,"249,004","186,504",0,0,0,0,0,0,0,0,0,0,"758,163"
521401,S. GLENS FALLS,1,1,0,0,"3,417,529",0,0,0,0,0,"79,500",0,"49,775",0.695,"34,594",0,0,0,0,0,0,0,0,0,0,0,0,0,"725,384"
521701,SCHUYLERVILLE,1,0,0,0,"2,676,891",0,0,0,0,0,0,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521800,SARATOGA SPRIN,1,0,0,0,"1,986,638",0,0,0,0,0,0,0,0,0.605,0,0,"5,615,451","3,958,893",0,0,0,0,0,0,0,0,0,0,"604,960"
522001,STILLWATER,1,0,0,0,"1,947,618",0,0,0,0,0,"83,900",0,0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"174,000"
522101,WATERFORD,1,0,0,0,"1,257,421",0,0,0,0,0,"72,400",0,0,0.624,0,0,"426,640","308,887",0,0,0,0,0,0,0,0,0,0,"90,880"
530101,DUANESBURG,1,0,0,0,"1,187,555",0,0,0,0,0,0,0,0,0.698,0,0,"111,828","89,239",0,0,0,0,0,0,0,0,0,0,"146,640"
530202,SCOTIA GLENVIL,1,0,0,0,"3,574,502",0,0,0,0,0,"76,800",0,0,0.668,0,0,"7,380","5,668",0,0,0,0,0,0,0,0,0,0,0
530301,NISKAYUNA,1,0,0,0,"2,090,272",0,0,0,0,0,0,0,0,0.687,0,0,"4,609,575","3,627,736",0,0,0,0,0,0,0,0,0,"119,257",0
530501,SCHALMONT,1,0,0,0,"1,384,368",0,0,0,0,0,0,0,0,0.604,0,0,"446,526","314,354",0,0,0,0,0,0,0,0,0,0,0
530515,MOHONASEN,1,0,0,0,"3,665,100",0,0,0,0,0,0,"28,735",0,0.721,0,0,"110,026","90,331",0,0,0,"1,332,028",0,0,"171,833",0,0,0,0
530600,SCHENECTADY,1,0,"206,331",0,"13,776,239",0,"195,010","195,010",0,0,"98,000","33,110",0,0.888,0,0,"614,952","602,653",0,0,0,0,0,0,0,0,"390,020","449,673","4,438,112"
540801,GILBOA CONESVI,1,0,0,0,"169,207",0,0,0,0,0,"2,145",0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,500"
540901,JEFFERSON,1,0,0,0,"525,939",0,0,0,0,0,0,0,0,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541001,MIDDLEBURGH,1,0,0,0,"1,312,807",0,0,0,0,0,"79,800",0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"243,236"
541102,COBLESKL-RICHM,1,0,0,"640,548",0,0,0,0,0,"42,685",0,0,0,0.725,0,0,"1,950,246","1,608,953",0,0,"779,627",0,0,"97,454",0,0,0,0,"406,557"
541201,SCHOHARIE,1,0,0,0,"1,822,291",0,0,0,0,0,"84,000","15,960",0,0.740,0,0,"518,252","435,332",0,0,0,0,0,0,0,0,0,0,"372,000"
541401,SHARON SPRINGS,1,0,0,0,"530,654",0,"6,365",0,0,0,"86,800",0,"24,625",0.768,"18,912",0,"396,696","344,332",0,0,0,0,0,0,0,0,"6,365",0,"41,716"
550101,ODESSA MONTOUR,1,0,0,0,"1,732,143",0,0,0,0,0,"89,200","25,560",0,0.792,0,0,"439,362","391,911",0,0,0,0,0,0,0,0,0,0,"520,017"
550301,WATKINS GLEN,1,0,0,0,"2,367,218",0,0,0,0,0,0,0,"92,295",0.709,"65,437",0,0,0,0,0,0,0,0,0,0,0,0,0,"170,123"
560501,SOUTH SENECA,1,0,0,0,"677,231",0,0,0,0,0,"81,500","20,125",0,0.715,0,0,0,0,0,0,0,"110,264",0,0,"18,194",0,0,"5,532","264,261"
560603,ROMULUS,1,0,0,0,"1,116,260",0,0,0,0,0,0,0,0,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,904"
560701,SENECA FALLS,1,0,0,0,"2,386,376",0,0,0,0,0,0,0,0,0.763,0,0,"12,602","10,876",0,0,0,0,0,0,0,0,0,0,"270,849"
561006,WATERLOO CENT,1,0,0,0,"3,772,011",0,0,0,0,0,0,0,0,0.787,0,0,"81,200","72,024",0,0,0,"1,304,948",0,0,"130,261",0,0,0,"447,547"
570101,ADDISON,1,0,0,0,"3,015,886",0,0,0,0,0,"93,000","31,185",0,0.830,0,0,"1,048,126","974,757",0,0,0,0,0,0,0,0,0,0,"798,987"
570201,AVOCA,1,0,0,0,"1,015,349",0,0,0,0,0,"90,000","29,645",0,0.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,540"
570302,BATH,1,0,0,"67,975","4,290,044",0,"63,540",0,0,0,"95,000","27,300",0,0.850,0,0,"119,480","113,506",0,0,0,0,0,0,0,0,"63,540",0,"1,283,076"
570401,BRADFORD,1,0,0,0,"1,016,507",0,0,0,0,0,0,"25,696",0,0.801,0,0,"99,519","89,667",0,0,0,0,0,0,0,0,0,0,"92,498"
570603,CAMPBELL-SAVON,1,0,0,0,"3,233,091",0,0,0,0,0,"94,200",0,0,0.842,0,0,"1,273,928","1,200,040",0,0,0,"599,734",0,0,"22,790",0,0,0,"308,801"
571000,CORNING,1,0,0,0,"12,207,822",0,0,0,0,0,"83,300","29,155",0,0.733,0,0,"2,492,747","2,076,458",0,0,0,0,0,0,0,0,0,0,"445,837"
571502,CANISTEO-GREEN,1,0,0,0,"1,910,753",0,0,0,0,0,"96,800",0,0,0.868,0,0,0,0,0,0,0,"627,534",0,0,"7,531",0,0,0,"406,940"
571800,HORNELL,1,0,0,0,"5,630,969",0,0,0,0,0,"1,270,100",0,0,0.877,0,0,"76,059","74,310",0,0,0,0,0,0,0,0,0,0,"808,367"
571901,ARKPORT,1,0,0,0,"1,916,398",0,0,0,0,0,"85,000","28,645",0,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,696"
572301,PRATTSBURG,1,0,0,0,"1,052,996",0,0,0,0,0,"88,100",0,0,0.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104,296"
572702,JASPER-TRPSBRG,1,0,0,0,"704,810",0,0,0,0,0,"91,200",0,0,0.812,0,0,0,0,0,0,0,"392,262",0,0,"26,675",0,0,0,"115,966"
572901,HAMMONDSPORT,1,0,0,0,"847,445",0,0,0,0,0,"56,700",0,"14,891",0.467,"6,954",0,0,0,0,0,0,0,0,0,0,0,0,0,"54,000"
573002,WAYLAND-COHOCT,1,0,0,0,"2,435,297",0,"105,456",0,0,0,"90,300",0,"50,000",0.803,"40,150",0,"68,062","61,460",0,0,0,0,0,0,0,0,"105,456",0,"463,172"
580101,BABYLON,1,0,0,0,"1,116,057",0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"226,801"
580102,WEST BABYLON,1,0,0,0,"1,712,586",0,0,0,0,0,0,"21,315",0,0.546,0,0,"351,554","227,104",0,0,0,0,0,0,0,0,0,0,"423,996"
580103,NORTH BABYLON,1,0,0,0,"4,338,202",0,0,0,0,0,0,0,0,0.642,0,0,"890,804","660,977",0,0,0,0,0,0,0,0,0,0,"486,629"
580104,LINDENHURST,1,0,0,0,"2,329,901",0,0,0,0,0,0,0,0,0.593,0,0,"637,116","441,521",0,0,0,0,0,0,0,0,0,0,"1,206,775"
580105,COPIAGUE,1,0,0,0,"2,684,973",0,"32,421","32,421",0,0,0,0,0,0.686,0,0,"72,404","56,910",0,0,0,0,0,0,0,0,"64,842",0,"1,669,807"
580106,AMITYVILLE,1,0,0,0,"2,814,649","2,443",0,0,0,0,0,0,0,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"582,496"
580107,DEER PARK,1,0,0,0,"1,534,267",0,"12,538","6,269",0,0,"37,920",0,0,0.532,0,0,0,0,0,0,0,0,0,0,0,0,"18,807","609,826","507,229"
580109,WYANDANCH,0,0,0,"334,842","1,986,157",0,0,0,0,0,0,0,0,0.874,0,0,"50,604","49,288",0,0,0,0,0,0,0,0,0,0,"833,013"
580201,THREE VILLAGE,1,0,0,0,"7,930,316",0,0,0,0,0,"940,500",0,0,0.560,0,0,"322,470","212,830",0,0,0,"4,799,608",0,0,"791,935",0,0,"813,291",0
580203,COMSEWOGUE,1,0,0,0,"2,173,482",0,0,0,0,0,0,"17,675",0,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"715,817"
580205,SACHEM,1,0,0,"375,723","11,629,784","35,120",0,0,0,0,0,0,0,0.666,0,0,"1,476,181","1,130,755",0,0,0,0,0,0,0,0,0,0,"1,877,244"
580206,PORT JEFFERSON,1,0,0,0,"259,821",0,0,0,0,0,0,"1,000",0,0.125,0,0,"58,070","13,066",0,0,0,0,0,0,0,0,0,0,"183,600"
580207,MOUNT SINAI,1,0,0,0,"918,586",0,0,0,0,0,0,"2,428",0,0.681,0,0,"535,830","418,483",0,0,0,0,0,0,0,0,0,0,"108,000"
580208,MILLER PLACE,1,0,0,0,"2,184,653",0,0,0,0,0,0,0,0,0.624,0,0,"616,716","446,502",0,0,0,0,0,0,0,0,0,0,"151,647"
580209,ROCKY POINT,1,0,0,0,"1,011,365",0,0,0,0,0,0,0,"24,419",0.602,"14,700",0,0,0,0,0,0,0,0,0,0,0,0,"10,026","410,490"
580211,MIDDLE COUNTRY,1,0,0,0,"8,363,967",0,"14,933",0,0,0,0,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,"14,933","74,770","1,283,547"
580212,LONGWOOD,1,0,0,0,"2,858,324",0,0,0,0,0,"72,100","25,235","30,000",0.621,"18,630",0,"1,056,281","761,579",0,0,0,0,0,0,0,0,0,0,"2,130,814"
580224,PATCHOGUE-MEDF,1,0,0,"556,613","2,283,992",0,0,0,0,0,0,0,0,0.633,0,0,"504,050","369,469",0,0,0,0,0,0,0,0,0,0,"1,924,535"
580232,WILLIAM FLOYD,1,0,0,"3,587,815","3,781,178",0,0,0,0,0,0,0,0,0.805,0,0,"3,442,400","3,115,372",0,0,0,0,0,0,0,0,0,0,"3,010,407"
580233,CENTER MORICHE,1,0,0,0,"651,797",0,0,0,0,0,"71,500","7,150",0,0.615,0,0,"478,434","342,080",0,0,0,0,0,0,0,0,0,0,"429,838"
580234,EAST MORICHES,1,0,0,0,"910,811",0,0,0,0,0,0,"3,624",0,0.569,0,0,"2,540","1,699",0,0,0,0,0,0,0,0,0,0,"181,366"
580235,SOUTH COUNTRY,1,0,0,0,"2,706,898",0,0,0,0,0,0,0,0,0.662,0,0,"5,792","4,414",0,0,0,"3,200,946",0,0,"601,779",0,0,0,"780,257"
580301,EAST HAMPTON,1,0,0,0,"65,742",0,"45,576","37,204",0,0,0,527,0,0.000,0,0,"797,530","79,753",0,0,0,0,0,0,0,0,"82,780",0,"226,800"
580303,AMAGANSETT,1,0,0,0,"3,350",0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,400"
580304,SPRINGS,1,0,0,0,"3,715",0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,399"
580305,SAG HARBOR,1,0,0,0,"15,212",0,0,0,0,0,0,0,"20,000",0.000,0,0,"619,734","61,973",0,0,0,0,0,0,0,0,0,0,"178,199"
580306,MONTAUK,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"141,750"
580401,ELWOOD,1,0,0,0,"1,283,637",0,0,0,0,0,0,0,"16,250",0.535,"8,694",0,"1,499,370","952,100",0,0,0,0,0,0,0,0,0,0,"199,800"
580402,COLD SPRING HA,1,0,0,0,"289,967",0,0,0,0,0,0,0,"20,000",0.075,"1,500",0,"397,780","69,612",0,0,0,0,0,0,0,0,0,0,0
580403,HUNTINGTON,1,0,0,0,"654,899",0,0,0,0,0,0,0,0,0.298,0,0,"586,335","233,361",0,0,0,0,0,0,0,0,0,0,"724,405"
580404,NORTHPORT,1,0,0,"19,630","960,811","3,056",0,0,0,0,0,0,0,0.177,0,0,"764,916","211,882",0,0,0,0,0,0,0,0,0,0,"655,972"
580405,HALF HOLLOW HI,1,0,0,0,"1,655,775",0,"24,247",0,0,0,"40,100","2,250",0,0.301,0,0,"647,164","259,513",0,0,0,0,0,0,0,0,"24,247","13,156","1,144,945"
580406,HARBORFIELDS,1,0,0,0,"1,165,648",0,0,0,0,0,0,0,0,0.434,0,0,"706,114","377,065",0,0,0,0,0,0,0,0,0,0,"367,200"
580410,COMMACK,1,0,0,0,"6,264,263",0,0,0,0,0,0,0,"72,715",0.537,"39,048",0,"3,442,038","2,192,578",0,0,0,0,0,0,0,0,0,"999,582","642,600"
580413,S. HUNTINGTON,1,0,0,"2,362","1,915,239",0,0,0,0,0,0,"9,555","34,500",0.537,"18,527",0,"1,658,584","1,056,518",0,0,0,0,0,0,0,0,0,0,"879,286"
580501,BAY SHORE,1,0,0,0,"2,163,935",0,"416,941","208,470",0,0,0,"3,375",0,0.575,0,0,"561,086","378,733",0,0,0,0,0,0,0,0,"625,411",0,"534,600"
